division,date,zhvi,hpi,unemployment_rate
West South Central,2011-07-01,115646.57870826942,192.61,9.0
West South Central,2011-07-01,115646.57870826942,189.21,9.0
West South Central,2011-08-01,115753.32498865524,191.04,9.0
West South Central,2011-08-01,115753.32498865524,188.96,9.0
West South Central,2011-09-01,115876.78113676986,191.36,9.0
West South Central,2011-09-01,115876.78113676986,189.95,9.0
West South Central,2011-10-01,115892.19618410291,190.7,8.8
West South Central,2011-10-01,115892.19618410291,190.09,8.8
West South Central,2011-11-01,115877.11993037233,192.24,8.6
West South Central,2011-11-01,115877.11993037233,191.76,8.6
West South Central,2011-12-01,115795.14655489475,191.35,8.5
West South Central,2011-12-01,115795.14655489475,192.39,8.5
West South Central,2012-01-01,114919.61247545577,188.32,8.3
West South Central,2012-01-01,114919.61247545577,189.92,8.3
West South Central,2012-02-01,115399.40511644655,191.06,8.3
West South Central,2012-02-01,115399.40511644655,192.38,8.3
West South Central,2012-03-01,115570.64200578305,194.45,8.2
West South Central,2012-03-01,115570.64200578305,193.92,8.2
West South Central,2012-04-01,115758.85423426889,196.42,8.2
West South Central,2012-04-01,115758.85423426889,194.66,8.2
West South Central,2012-05-01,116102.17644510939,197.43,8.2
West South Central,2012-05-01,116102.17644510939,195.02,8.2
West South Central,2012-06-01,117000.94146446881,199.44,8.2
West South Central,2012-06-01,117000.94146446881,195.66,8.2
West South Central,2012-07-01,117089.81356309554,200.72,8.2
West South Central,2012-07-01,117089.81356309554,197.1,8.2
West South Central,2012-08-01,117292.15014629709,199.65,8.1
West South Central,2012-08-01,117292.15014629709,197.6,8.1
West South Central,2012-09-01,117296.10636952534,200.44,7.8
West South Central,2012-09-01,117296.10636952534,198.93,7.8
West South Central,2012-10-01,117309.78060745829,200.35,7.8
West South Central,2012-10-01,117309.78060745829,199.96,7.8
West South Central,2012-11-01,117334.77666012321,200.84,7.7
West South Central,2012-11-01,117334.77666012321,200.54,7.7
West South Central,2012-12-01,117417.45756952494,199.84,7.9
West South Central,2012-12-01,117417.45756952494,200.79,7.9
West South Central,2013-01-01,117715.87671282617,200.79,8.0
West South Central,2013-01-01,117715.87671282617,202.41,8.0
West South Central,2013-02-01,117991.13068947179,202.14,7.7
West South Central,2013-02-01,117991.13068947179,203.49,7.7
West South Central,2013-03-01,118363.14819872312,205.31,7.5
West South Central,2013-03-01,118363.14819872312,204.44,7.5
West South Central,2013-04-01,118195.16897434875,206.89,7.6
West South Central,2013-04-01,118195.16897434875,205.12,7.6
West South Central,2013-05-01,118625.51258245144,209.87,7.5
West South Central,2013-05-01,118625.51258245144,207.17,7.5
West South Central,2013-06-01,119158.62482696644,211.71,7.5
West South Central,2013-06-01,119158.62482696644,207.74,7.5
West South Central,2013-07-01,119537.89099163312,210.77,7.3
West South Central,2013-07-01,119537.89099163312,206.94,7.3
West South Central,2013-08-01,120106.21718287432,210.03,7.2
West South Central,2013-08-01,120106.21718287432,207.86,7.2
West South Central,2013-09-01,120449.69958746871,210.68,7.2
West South Central,2013-09-01,120449.69958746871,209.08,7.2
West South Central,2013-10-01,120824.03708095413,210.22,7.2
West South Central,2013-10-01,120824.03708095413,210.0,7.2
West South Central,2013-11-01,120926.8025551726,210.73,6.9
West South Central,2013-11-01,120926.8025551726,210.66,6.9
West South Central,2013-12-01,121040.7287771674,212.69,6.7
West South Central,2013-12-01,121040.7287771674,213.55,6.7
West South Central,2014-01-01,121375.6460338687,212.22,6.6
West South Central,2014-01-01,121375.6460338687,213.85,6.6
West South Central,2014-02-01,121905.2281067668,213.63,6.7
West South Central,2014-02-01,121905.2281067668,214.97,6.7
West South Central,2014-03-01,122410.91478235749,216.51,6.7
West South Central,2014-03-01,122410.91478235749,215.33,6.7
West South Central,2014-04-01,122849.77040725238,217.02,6.2
West South Central,2014-04-01,122849.77040725238,215.33,6.2
West South Central,2014-05-01,123240.11099787797,218.96,6.3
West South Central,2014-05-01,123240.11099787797,215.94,6.3
West South Central,2014-06-01,123751.0542192698,220.9,6.1
West South Central,2014-06-01,123751.0542192698,216.81,6.1
West South Central,2014-07-01,124352.23935335122,222.97,6.2
West South Central,2014-07-01,124352.23935335122,219.05,6.2
West South Central,2014-08-01,125333.73687641883,222.26,6.1
West South Central,2014-08-01,125333.73687641883,219.91,6.1
West South Central,2014-09-01,125746.52911926949,222.67,5.9
West South Central,2014-09-01,125746.52911926949,220.98,5.9
West South Central,2014-10-01,125856.10243128231,221.75,5.7
West South Central,2014-10-01,125856.10243128231,221.58,5.7
West South Central,2014-11-01,126049.03206223962,222.98,5.8
West South Central,2014-11-01,126049.03206223962,223.14,5.8
West South Central,2014-12-01,126450.27608256927,223.7,5.6
West South Central,2014-12-01,126450.27608256927,224.54,5.6
West South Central,2015-01-01,126976.23358132364,223.76,5.7
West South Central,2015-01-01,126976.23358132364,225.37,5.7
West South Central,2015-02-01,127460.45170107471,225.41,5.5
West South Central,2015-02-01,127460.45170107471,226.71,5.5
West South Central,2015-03-01,127961.26199893409,228.02,5.4
West South Central,2015-03-01,127961.26199893409,226.57,5.4
West South Central,2015-04-01,128599.21584661465,229.8,5.4
West South Central,2015-04-01,128599.21584661465,228.12,5.4
West South Central,2015-05-01,129360.91498451619,233.52,5.6
West South Central,2015-05-01,129360.91498451619,230.09,5.6
West South Central,2015-06-01,129918.41028091057,234.9,5.3
West South Central,2015-06-01,129918.41028091057,230.7,5.3
West South Central,2015-07-01,130434.03709942735,235.72,5.2
West South Central,2015-07-01,130434.03709942735,231.83,5.2
West South Central,2015-08-01,130917.79128443304,235.62,5.1
West South Central,2015-08-01,130917.79128443304,232.99,5.1
West South Central,2015-09-01,131566.14932855015,235.24,5.0
West South Central,2015-09-01,131566.14932855015,233.48,5.0
West South Central,2015-10-01,132308.79915090746,235.11,5.0
West South Central,2015-10-01,132308.79915090746,235.05,5.0
West South Central,2015-11-01,132814.9259740569,234.47,5.1
West South Central,2015-11-01,132814.9259740569,234.7,5.1
West South Central,2015-12-01,133277.73375373814,234.82,5.0
West South Central,2015-12-01,133277.73375373814,235.68,5.0
West South Central,2016-01-01,133696.43781818534,235.0,4.8
West South Central,2016-01-01,133696.43781818534,236.58,4.8
West South Central,2016-02-01,135096.28358204852,236.19,4.9
West South Central,2016-02-01,135096.28358204852,237.34,4.9
West South Central,2016-03-01,135249.59611966446,241.53,5.0
West South Central,2016-03-01,135249.59611966446,239.91,5.0
West South Central,2016-04-01,135358.6661701211,242.31,5.1
West South Central,2016-04-01,135358.6661701211,240.54,5.1
West South Central,2016-05-01,135515.5392876213,245.74,4.8
West South Central,2016-05-01,135515.5392876213,241.93,4.8
West South Central,2016-06-01,135941.76497403736,247.25,4.9
West South Central,2016-06-01,135941.76497403736,242.92,4.9
West South Central,2016-07-01,136162.93078139127,248.53,4.8
West South Central,2016-07-01,136162.93078139127,244.74,4.8
West South Central,2016-08-01,136377.20118667276,248.0,4.9
West South Central,2016-08-01,136377.20118667276,245.13,4.9
West South Central,2016-09-01,136540.65183571528,247.63,5.0
West South Central,2016-09-01,136540.65183571528,245.79,5.0
West South Central,2016-10-01,136941.11310989328,246.83,4.9
West South Central,2016-10-01,136941.11310989328,246.73,4.9
West South Central,2016-11-01,137261.7489097486,247.41,4.7
West South Central,2016-11-01,137261.7489097486,247.54,4.7
West South Central,2016-12-01,137509.1007068387,248.89,4.7
West South Central,2016-12-01,137509.1007068387,249.83,4.7
West South Central,2017-01-01,137632.30384306808,249.13,4.7
West South Central,2017-01-01,137632.30384306808,250.74,4.7
West South Central,2017-02-01,137805.6994401885,250.86,4.6
West South Central,2017-02-01,137805.6994401885,251.82,4.6
West South Central,2017-03-01,137948.3651013227,253.3,4.4
West South Central,2017-03-01,137948.3651013227,251.56,4.4
West South Central,2017-04-01,138082.73782751727,257.31,4.4
West South Central,2017-04-01,138082.73782751727,255.36,4.4
West South Central,2017-05-01,138138.2318549917,260.64,4.4
West South Central,2017-05-01,138138.2318549917,256.55,4.4
West South Central,2017-06-01,138261.4266522845,261.05,4.3
West South Central,2017-06-01,138261.4266522845,256.56,4.3
West South Central,2017-07-01,138580.04424819452,261.58,4.3
West South Central,2017-07-01,138580.04424819452,257.92,4.3
West South Central,2017-08-01,139036.76303928276,261.82,4.4
West South Central,2017-08-01,139036.76303928276,258.69,4.4
West South Central,2017-09-01,139611.7734342419,262.88,4.3
West South Central,2017-09-01,139611.7734342419,260.91,4.3
West South Central,2017-10-01,140142.1701856165,261.45,4.2
West South Central,2017-10-01,140142.1701856165,261.19,4.2
West South Central,2017-11-01,140649.91456259406,263.75,4.2
West South Central,2017-11-01,140649.91456259406,263.75,4.2
West South Central,2017-12-01,141090.36566539027,262.74,4.1
West South Central,2017-12-01,141090.36566539027,263.79,4.1
West South Central,2018-01-01,141513.6100141363,262.02,4.0
West South Central,2018-01-01,141513.6100141363,263.63,4.0
West South Central,2018-02-01,141857.19743035937,267.05,4.1
West South Central,2018-02-01,141857.19743035937,267.79,4.1
West South Central,2018-03-01,142600.62478382722,268.75,4.0
West South Central,2018-03-01,142600.62478382722,267.0,4.0
West South Central,2018-04-01,143352.66133301982,269.93,4.0
West South Central,2018-04-01,143352.66133301982,267.76,4.0
West South Central,2018-05-01,144090.74120161726,272.6,3.8
West South Central,2018-05-01,144090.74120161726,268.42,3.8
West South Central,2018-06-01,144302.1282701416,274.12,4.0
West South Central,2018-06-01,144302.1282701416,269.34,4.0
West South Central,2018-07-01,144630.49498961636,273.89,3.8
West South Central,2018-07-01,144630.49498961636,270.31,3.8
West South Central,2018-08-01,144914.67344696991,275.14,3.8
West South Central,2018-08-01,144914.67344696991,271.93,3.8
West South Central,2018-09-01,145385.6918410672,273.56,3.7
West South Central,2018-09-01,145385.6918410672,271.44,3.7
West South Central,2018-10-01,145584.79347600456,273.58,3.8
West South Central,2018-10-01,145584.79347600456,273.13,3.8
West South Central,2018-11-01,146100.75678419546,275.24,3.8
West South Central,2018-11-01,146100.75678419546,275.21,3.8
West South Central,2018-12-01,146714.57388876533,273.85,3.9
West South Central,2018-12-01,146714.57388876533,275.01,3.9
West South Central,2019-01-01,147251.2217312512,275.22,4.0
West South Central,2019-01-01,147251.2217312512,276.92,4.0
West South Central,2019-02-01,147713.41298463757,276.45,3.8
West South Central,2019-02-01,147713.41298463757,277.06,3.8
West South Central,2019-03-01,148300.2268117192,280.11,3.8
West South Central,2019-03-01,148300.2268117192,278.55,3.8
West South Central,2019-04-01,149111.79154315087,280.95,3.7
West South Central,2019-04-01,149111.79154315087,278.48,3.7
West South Central,2019-05-01,149906.42482573874,284.22,3.6
West South Central,2019-05-01,149906.42482573874,279.97,3.6
West South Central,2019-06-01,150630.31783497075,285.88,3.6
West South Central,2019-06-01,150630.31783497075,280.71,3.6
West South Central,2019-07-01,151299.94935497458,285.25,3.7
West South Central,2019-07-01,151299.94935497458,281.54,3.7
West South Central,2019-08-01,151863.86515343084,286.25,3.6
West South Central,2019-08-01,151863.86515343084,283.01,3.6
West South Central,2019-09-01,152297.0138698287,285.72,3.5
West South Central,2019-09-01,152297.0138698287,283.42,3.5
West South Central,2019-10-01,152947.42462549283,286.01,3.6
West South Central,2019-10-01,152947.42462549283,285.38,3.6
West South Central,2019-11-01,153818.08486007582,286.34,3.6
West South Central,2019-11-01,153818.08486007582,286.35,3.6
West South Central,2019-12-01,154846.56193812075,287.68,3.6
West South Central,2019-12-01,154846.56193812075,288.99,3.6
West South Central,2020-01-01,155567.5582540157,288.33,3.6
West South Central,2020-01-01,155567.5582540157,290.15,3.6
West South Central,2020-02-01,156191.69947246683,290.31,3.5
West South Central,2020-02-01,156191.69947246683,290.89,3.5
West South Central,2020-03-01,156821.4325320632,293.29,4.4
West South Central,2020-03-01,156821.4325320632,291.9,4.4
West South Central,2020-04-01,157724.71816483448,294.83,14.8
West South Central,2020-04-01,157724.71816483448,291.92,14.8
West South Central,2020-05-01,158403.76249343535,295.81,13.2
West South Central,2020-05-01,158403.76249343535,291.33,13.2
West South Central,2020-06-01,158873.96238000487,301.15,11.0
West South Central,2020-06-01,158873.96238000487,295.45,11.0
West South Central,2020-07-01,159619.51983341764,301.65,10.2
West South Central,2020-07-01,159619.51983341764,297.57,10.2
West South Central,2020-08-01,161063.594309397,305.86,8.4
West South Central,2020-08-01,161063.594309397,302.56,8.4
West South Central,2020-09-01,163312.44794751183,307.84,7.8
West South Central,2020-09-01,163312.44794751183,305.22,7.8
West South Central,2020-10-01,165303.01132415098,310.71,6.9
West South Central,2020-10-01,165303.01132415098,309.9,6.9
West South Central,2020-11-01,166874.98810905998,311.36,6.7
West South Central,2020-11-01,166874.98810905998,311.55,6.7
West South Central,2020-12-01,167821.4445343126,314.42,6.7
West South Central,2020-12-01,167821.4445343126,315.95,6.7
West South Central,2021-01-01,168818.04646296977,317.99,6.4
West South Central,2021-01-01,168818.04646296977,320.15,6.4
West South Central,2021-02-01,170187.4753131916,322.75,6.2
West South Central,2021-02-01,170187.4753131916,323.45,6.2
West South Central,2021-03-01,171877.4105352392,328.66,6.1
West South Central,2021-03-01,171877.4105352392,327.27,6.1
West South Central,2021-04-01,173714.91360569655,336.16,6.1
West South Central,2021-04-01,173714.91360569655,332.35,6.1
West South Central,2021-05-01,175623.2581516077,341.75,5.8
West South Central,2021-05-01,175623.2581516077,336.25,5.8
West South Central,2021-06-01,177725.5855389154,350.05,5.9
West South Central,2021-06-01,177725.5855389154,343.1,5.9
West South Central,2021-07-01,179685.34122268914,354.36,5.4
West South Central,2021-07-01,179685.34122268914,349.47,5.4
West South Central,2021-08-01,181253.99749921588,356.32,5.1
West South Central,2021-08-01,181253.99749921588,352.6,5.1
West South Central,2021-09-01,182273.99396459782,362.34,4.7
West South Central,2021-09-01,182273.99396459782,359.17,4.7
West South Central,2021-10-01,183641.65440876747,364.3,4.5
West South Central,2021-10-01,183641.65440876747,363.26,4.5
West South Central,2021-11-01,185583.9514361709,367.66,4.1
West South Central,2021-11-01,185583.9514361709,368.23,4.1
West South Central,2021-12-01,187727.9521873113,370.76,3.9
West South Central,2021-12-01,187727.9521873113,372.64,3.9
West South Central,2022-01-01,189940.50553095038,374.48,4.0
West South Central,2022-01-01,189940.50553095038,377.17,4.0
West South Central,2022-02-01,191787.21826531042,381.47,3.9
West South Central,2022-02-01,191787.21826531042,382.41,3.9
West South Central,2022-03-01,193598.28572976097,387.7,3.7
West South Central,2022-03-01,193598.28572976097,386.02,3.7
